,núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_5,depto_ocu,mupio_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
4851,4852.0,2015.0,Marzo,23.0,Lunes,16.0,3.0,2.0,1.0,101.0,1.0,12.0,Hombre,42.0,1.0,7.0,7.0,9.0,1.0,4.0,40.0,Rojo,9999.0,6.0,5.0
4863,4864.0,2015.0,Marzo,25.0,Miercoles,9.0,2.0,1.0,9.0,917.0,2.0,99.0,Hombre,23.0,1.0,3.0,3.0,5.0,1.0,4.0,2.0,Negro,9999.0,6.0,5.0
4871,4872.0,2015.0,Marzo,27.0,Viernes,17.0,3.0,2.0,1.0,101.0,1.0,7.0,Hombre,18.0,1.0,2.0,2.0,4.0,1.0,4.0,99.0,Azul,9999.0,6.0,5.0
4875,4876.0,2015.0,Marzo,27.0,Viernes,16.0,3.0,2.0,18.0,1803.0,2.0,99.0,Hombre,23.0,1.0,3.0,3.0,5.0,2.0,4.0,2.0,Rojo,9999.0,6.0,5.0
4883,4884.0,2015.0,Marzo,28.0,Sabado,20.0,4.0,3.0,15.0,1503.0,2.0,99.0,Hombre,20.0,1.0,3.0,3.0,5.0,2.0,4.0,2.0,Negro,2012.0,5.0,5.0
4902,4903.0,2015.0,Marzo,31.0,Martes,21.0,4.0,3.0,19.0,1901.0,2.0,99.0,Hombre,20.0,1.0,3.0,3.0,5.0,9.0,4.0,31.0,Rojo,9999.0,6.0,5.0
4915,4916.0,2015.0,Abril,2.0,Jueves,14.0,3.0,2.0,5.0,506.0,2.0,99.0,Hombre,34.0,1.0,5.0,5.0,7.0,9.0,4.0,24.0,Rojo,9999.0,6.0,5.0
4923,4924.0,2015.0,Abril,3.0,Viernes,10.0,2.0,1.0,22.0,2205.0,2.0,99.0,Hombre,32.0,1.0,5.0,5.0,7.0,9.0,4.0,99.0,Azul,9999.0,6.0,5.0
4937,4938.0,2015.0,Abril,5.0,Domingo,7.0,2.0,1.0,1.0,101.0,1.0,17.0,Hombre,46.0,1.0,8.0,8.0,10.0,1.0,4.0,99.0,Rojo,2012.0,5.0,5.0
4966,4967.0,2015.0,Abril,10.0,Viernes,20.0,4.0,3.0,17.0,1705.0,2.0,99.0,Hombre,26.0,1.0,4.0,4.0,6.0,2.0,4.0,21.0,Rojo,9999.0,6.0,5.0
4986,4987.0,2015.0,Abril,12.0,Domingo,13.0,3.0,2.0,2.0,203.0,2.0,99.0,Hombre,17.0,2.0,2.0,2.0,4.0,9.0,4.0,42.0,Rojo,9999.0,6.0,5.0
4987,4988.0,2015.0,Abril,12.0,Domingo,0.0,1.0,1.0,18.0,1801.0,2.0,99.0,Hombre,39.0,1.0,6.0,6.0,8.0,9.0,4.0,42.0,Rojo,2009.0,4.0,5.0
4995,4996.0,2015.0,Abril,13.0,Lunes,10.0,2.0,1.0,14.0,1405.0,2.0,99.0,Hombre,21.0,1.0,3.0,3.0,5.0,9.0,4.0,2.0,Amarillo,9999.0,6.0,5.0
5001,5002.0,2015.0,Abril,15.0,Miercoles,7.0,2.0,1.0,1.0,101.0,1.0,12.0,Hombre,33.0,1.0,5.0,5.0,7.0,1.0,4.0,21.0,Rojo,2013.0,5.0,5.0
5022,5023.0,2015.0,Abril,17.0,Viernes,11.0,2.0,1.0,14.0,1413.0,2.0,99.0,Hombre,14.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,Azul,2013.0,5.0,5.0
5036,5037.0,2015.0,Abril,18.0,Sabado,21.0,4.0,3.0,16.0,1604.0,2.0,99.0,Hombre,22.0,1.0,3.0,3.0,5.0,2.0,4.0,61.0,Rojo,2012.0,5.0,5.0
5061,5062.0,2015.0,Abril,21.0,Martes,14.0,3.0,2.0,18.0,1801.0,2.0,99.0,Hombre,28.0,1.0,4.0,4.0,6.0,1.0,4.0,42.0,Negro,9999.0,6.0,5.0
5070,5071.0,2015.0,Abril,23.0,Jueves,21.0,4.0,3.0,15.0,1501.0,2.0,99.0,Hombre,18.0,1.0,2.0,2.0,4.0,9.0,4.0,20.0,Rojo,9999.0,6.0,5.0
5073,5074.0,2015.0,Abril,24.0,Viernes,16.0,3.0,2.0,1.0,110.0,2.0,99.0,Hombre,22.0,1.0,3.0,3.0,5.0,9.0,4.0,14.0,Rojo,2014.0,5.0,5.0
5092,5093.0,2015.0,Abril,27.0,Lunes,8.0,2.0,1.0,1.0,116.0,2.0,99.0,Hombre,24.0,1.0,3.0,3.0,5.0,1.0,4.0,21.0,Negro,9999.0,6.0,5.0
5132,5133.0,2015.0,Mayo,5.0,Martes,13.0,3.0,2.0,10.0,1015.0,1.0,1.0,Hombre,22.0,1.0,3.0,3.0,5.0,1.0,4.0,21.0,Rojo,2011.0,5.0,5.0
5140,5141.0,2015.0,Mayo,6.0,Miercoles,21.0,4.0,3.0,1.0,102.0,2.0,99.0,Hombre,21.0,1.0,3.0,3.0,5.0,1.0,4.0,21.0,Negro,2012.0,5.0,5.0
5150,5151.0,2015.0,Mayo,7.0,Jueves,23.0,4.0,3.0,16.0,1613.0,2.0,99.0,Hombre,21.0,1.0,3.0,3.0,5.0,1.0,4.0,40.0,Azul,2011.0,5.0,5.0
5166,5167.0,2015.0,Mayo,10.0,Domingo,18.0,4.0,3.0,19.0,1901.0,2.0,99.0,Hombre,22.0,1.0,3.0,3.0,5.0,1.0,4.0,2.0,Rojo,9999.0,6.0,5.0
5167,5168.0,2015.0,Mayo,10.0,Domingo,19.0,4.0,3.0,2.0,205.0,2.0,99.0,Hombre,26.0,1.0,4.0,4.0,6.0,1.0,4.0,42.0,Gris,2005.0,4.0,5.0
5238,5239.0,2015.0,Mayo,25.0,Lunes,8.0,2.0,1.0,1.0,101.0,1.0,6.0,Hombre,28.0,1.0,4.0,4.0,6.0,9.0,4.0,24.0,Rojo,9999.0,6.0,5.0
5298,5299.0,2015.0,Junio,6.0,Sabado,8.0,2.0,1.0,9.0,920.0,2.0,99.0,Hombre,21.0,1.0,3.0,3.0,5.0,9.0,4.0,61.0,Rojo,9999.0,6.0,5.0
5310,5311.0,2015.0,Junio,7.0,Domingo,18.0,4.0,3.0,15.0,1507.0,2.0,99.0,Hombre,24.0,1.0,3.0,3.0,5.0,9.0,4.0,40.0,Azul,9999.0,6.0,5.0
5314,5315.0,2015.0,Junio,7.0,Domingo,14.0,3.0,2.0,3.0,301.0,2.0,99.0,Hombre,26.0,1.0,4.0,4.0,6.0,9.0,4.0,37.0,Negro,2013.0,5.0,5.0
5336,5337.0,2015.0,Junio,12.0,Viernes,0.0,1.0,1.0,16.0,1604.0,2.0,99.0,Hombre,25.0,1.0,4.0,4.0,6.0,9.0,4.0,99.0,Blanco,9999.0,6.0,5.0
5414,5415.0,2015.0,Junio,26.0,Viernes,23.0,4.0,3.0,7.0,710.0,1.0,99.0,Hombre,18.0,1.0,2.0,2.0,4.0,2.0,4.0,45.0,Gris,9999.0,6.0,5.0
5474,5475.0,2015.0,Julio,4.0,Sabado,16.0,3.0,2.0,9.0,920.0,1.0,99.0,Hombre,20.0,1.0,3.0,3.0,5.0,9.0,4.0,21.0,Negro,9999.0,6.0,5.0
5540,5541.0,2015.0,Julio,17.0,Viernes,10.0,2.0,1.0,1.0,101.0,2.0,12.0,Hombre,49.0,1.0,8.0,8.0,10.0,9.0,4.0,40.0,Azul,9999.0,6.0,5.0
5576,5577.0,2015.0,Julio,21.0,Martes,19.0,4.0,3.0,1.0,101.0,1.0,11.0,Hombre,40.0,1.0,7.0,7.0,9.0,9.0,4.0,24.0,Rojo,2012.0,5.0,5.0
5647,5648.0,2015.0,Julio,30.0,Jueves,15.0,3.0,2.0,5.0,501.0,1.0,3.0,Hombre,27.0,1.0,4.0,4.0,6.0,9.0,4.0,99.0,Negro,2012.0,5.0,5.0
5665,5666.0,2015.0,Agosto,2.0,Domingo,5.0,1.0,1.0,1.0,101.0,1.0,17.0,Hombre,24.0,1.0,3.0,3.0,5.0,9.0,4.0,21.0,Negro,2012.0,5.0,5.0
5702,5703.0,2015.0,Agosto,6.0,Jueves,20.0,4.0,3.0,18.0,1801.0,2.0,99.0,Hombre,21.0,1.0,3.0,3.0,5.0,9.0,4.0,14.0,Negro,9999.0,6.0,5.0
5726,5727.0,2015.0,Agosto,9.0,Domingo,15.0,3.0,2.0,14.0,1411.0,2.0,99.0,Hombre,32.0,1.0,5.0,5.0,7.0,2.0,4.0,99.0,Azul,9999.0,6.0,5.0
5728,5729.0,2015.0,Agosto,10.0,Lunes,14.0,3.0,2.0,1.0,101.0,1.0,18.0,Hombre,51.0,1.0,9.0,9.0,11.0,1.0,4.0,24.0,Negro,2013.0,5.0,5.0
5777,5778.0,2015.0,Agosto,16.0,Domingo,11.0,2.0,1.0,18.0,1801.0,1.0,99.0,Hombre,23.0,1.0,3.0,3.0,5.0,1.0,4.0,40.0,Rojo,2008.0,4.0,5.0
5884,5885.0,2015.0,Septiembre,1.0,Martes,8.0,2.0,1.0,1.0,101.0,1.0,12.0,Hombre,61.0,1.0,11.0,11.0,13.0,1.0,4.0,21.0,Negro,2007.0,4.0,5.0
5889,5890.0,2015.0,Septiembre,1.0,Martes,15.0,3.0,2.0,11.0,1104.0,2.0,99.0,Mujer,18.0,1.0,2.0,2.0,4.0,1.0,4.0,31.0,Rojo,9999.0,6.0,5.0
5900,5901.0,2015.0,Septiembre,3.0,Jueves,21.0,4.0,3.0,4.0,403.0,2.0,99.0,Hombre,22.0,1.0,3.0,3.0,5.0,2.0,4.0,40.0,Negro,9999.0,6.0,5.0
5916,5917.0,2015.0,Septiembre,6.0,Domingo,14.0,3.0,2.0,1.0,101.0,1.0,7.0,Hombre,28.0,1.0,4.0,4.0,6.0,9.0,4.0,2.0,Negro,9999.0,6.0,5.0
5922,5923.0,2015.0,Septiembre,6.0,Domingo,11.0,2.0,1.0,10.0,1001.0,2.0,99.0,Hombre,19.0,1.0,2.0,2.0,4.0,1.0,4.0,21.0,Blanco,9999.0,6.0,5.0
5973,5974.0,2015.0,Septiembre,14.0,Lunes,6.0,2.0,1.0,15.0,1507.0,2.0,99.0,Hombre,16.0,2.0,2.0,2.0,4.0,9.0,4.0,40.0,Rojo,9999.0,6.0,5.0
5998,5999.0,2015.0,Septiembre,17.0,Jueves,11.0,2.0,1.0,16.0,1601.0,1.0,1.0,Hombre,23.0,1.0,3.0,3.0,5.0,1.0,4.0,2.0,Rojo,2004.0,4.0,5.0
6014,6015.0,2015.0,Septiembre,20.0,Domingo,14.0,3.0,2.0,9.0,920.0,1.0,99.0,Hombre,30.0,1.0,5.0,5.0,7.0,9.0,4.0,99.0,Corinto,9999.0,6.0,5.0
6091,6092.0,2015.0,Octubre,1.0,Jueves,9.0,2.0,1.0,1.0,101.0,1.0,12.0,Hombre,43.0,1.0,7.0,7.0,9.0,1.0,4.0,21.0,Rojo,2005.0,4.0,5.0
6092,6093.0,2015.0,Octubre,1.0,Jueves,21.0,4.0,3.0,1.0,115.0,1.0,5.0,Hombre,20.0,1.0,3.0,3.0,5.0,2.0,4.0,2.0,Blanco,2015.0,5.0,5.0
6129,6130.0,2015.0,Octubre,6.0,Martes,21.0,4.0,3.0,1.0,101.0,1.0,5.0,Hombre,22.0,1.0,3.0,3.0,5.0,1.0,4.0,2.0,Rojo,9999.0,6.0,5.0
6171,6172.0,2015.0,Octubre,11.0,Domingo,10.0,2.0,1.0,1.0,101.0,1.0,1.0,Hombre,33.0,1.0,5.0,5.0,7.0,1.0,4.0,2.0,Negro,9999.0,6.0,5.0
6174,6175.0,2015.0,Octubre,11.0,Domingo,20.0,4.0,3.0,1.0,106.0,1.0,5.0,Hombre,13.0,2.0,1.0,1.0,3.0,1.0,4.0,24.0,Rojo,9999.0,6.0,5.0
6178,6179.0,2015.0,Octubre,11.0,Domingo,16.0,3.0,2.0,6.0,602.0,2.0,99.0,Hombre,22.0,1.0,3.0,3.0,5.0,1.0,4.0,24.0,Blanco,2007.0,4.0,5.0
6247,6248.0,2015.0,Octubre,23.0,Viernes,5.0,1.0,1.0,10.0,1002.0,2.0,99.0,Hombre,24.0,1.0,3.0,3.0,5.0,1.0,4.0,36.0,Rojo,9999.0,6.0,5.0
6257,6258.0,2015.0,Octubre,24.0,Sabado,18.0,4.0,3.0,16.0,1603.0,2.0,99.0,Hombre,30.0,1.0,5.0,5.0,7.0,2.0,4.0,2.0,Negro,2012.0,5.0,5.0
6323,6324.0,2015.0,Octubre,31.0,Sabado,6.0,2.0,1.0,4.0,416.0,2.0,99.0,Hombre,33.0,1.0,5.0,5.0,7.0,9.0,4.0,46.0,Gris,9999.0,6.0,5.0
6360,6361.0,2015.0,Noviembre,3.0,Martes,20.0,4.0,3.0,4.0,403.0,2.0,99.0,Hombre,33.0,1.0,5.0,5.0,7.0,1.0,4.0,21.0,Negro,2012.0,5.0,5.0
6366,6367.0,2015.0,Noviembre,5.0,Jueves,7.0,2.0,1.0,13.0,1301.0,1.0,5.0,Hombre,21.0,1.0,3.0,3.0,5.0,9.0,4.0,21.0,Rojo,2015.0,5.0,5.0
6372,6373.0,2015.0,Noviembre,6.0,Viernes,21.0,4.0,3.0,19.0,1901.0,2.0,99.0,Hombre,22.0,1.0,3.0,3.0,5.0,1.0,4.0,40.0,Azul,2006.0,4.0,5.0
6405,6406.0,2015.0,Noviembre,9.0,Lunes,20.0,4.0,3.0,1.0,108.0,1.0,11.0,Hombre,17.0,2.0,2.0,2.0,4.0,1.0,4.0,24.0,Negro,2013.0,5.0,5.0
6419,6420.0,2015.0,Noviembre,13.0,Viernes,20.0,4.0,3.0,1.0,101.0,1.0,21.0,Hombre,18.0,1.0,2.0,2.0,4.0,1.0,4.0,24.0,Negro,9999.0,6.0,5.0
6446,6447.0,2015.0,Noviembre,15.0,Domingo,14.0,3.0,2.0,1.0,108.0,1.0,3.0,Hombre,26.0,1.0,4.0,4.0,6.0,1.0,4.0,14.0,Negro,2013.0,5.0,5.0
6452,6453.0,2015.0,Noviembre,16.0,Lunes,17.0,3.0,2.0,1.0,101.0,1.0,7.0,Hombre,25.0,1.0,4.0,4.0,6.0,9.0,4.0,2.0,Negro,2012.0,5.0,5.0
6453,6454.0,2015.0,Noviembre,16.0,Lunes,23.0,4.0,3.0,1.0,106.0,1.0,99.0,Hombre,24.0,1.0,3.0,3.0,5.0,1.0,4.0,2.0,Azul,9999.0,6.0,5.0
6461,6462.0,2015.0,Noviembre,16.0,Lunes,23.0,4.0,3.0,17.0,1710.0,2.0,99.0,Hombre,23.0,1.0,3.0,3.0,5.0,9.0,4.0,20.0,Azul,2012.0,5.0,5.0
6466,6467.0,2015.0,Noviembre,17.0,Martes,12.0,3.0,2.0,9.0,901.0,2.0,99.0,Hombre,36.0,1.0,6.0,6.0,8.0,9.0,4.0,21.0,Rojo,9999.0,6.0,5.0
6505,6506.0,2015.0,Noviembre,20.0,Viernes,17.0,3.0,2.0,13.0,1331.0,2.0,99.0,Hombre,22.0,1.0,3.0,3.0,5.0,1.0,4.0,40.0,Azul,1989.0,2.0,5.0
6589,6590.0,2015.0,Diciembre,2.0,Miercoles,18.0,4.0,3.0,17.0,1711.0,2.0,99.0,Mujer,30.0,1.0,5.0,5.0,7.0,9.0,4.0,24.0,Rojo,9999.0,6.0,5.0
6598,6599.0,2015.0,Diciembre,3.0,Jueves,14.0,3.0,2.0,5.0,502.0,2.0,99.0,Hombre,20.0,1.0,3.0,3.0,5.0,1.0,4.0,14.0,Gris,2011.0,5.0,5.0
6602,6603.0,2015.0,Diciembre,3.0,Jueves,19.0,4.0,3.0,3.0,301.0,2.0,99.0,Hombre,32.0,1.0,5.0,5.0,7.0,1.0,4.0,14.0,Rojo,9999.0,6.0,5.0
6604,6605.0,2015.0,Diciembre,4.0,Viernes,21.0,4.0,3.0,1.0,101.0,1.0,6.0,Hombre,35.0,1.0,6.0,6.0,8.0,2.0,4.0,2.0,Negro,9999.0,6.0,5.0
6623,6624.0,2015.0,Diciembre,5.0,Sabado,22.0,4.0,3.0,4.0,406.0,1.0,99.0,Hombre,25.0,1.0,4.0,4.0,6.0,9.0,4.0,40.0,Rojo,2009.0,4.0,5.0
6628,6629.0,2015.0,Diciembre,6.0,Domingo,10.0,2.0,1.0,1.0,117.0,1.0,4.0,Hombre,38.0,1.0,6.0,6.0,8.0,9.0,4.0,42.0,Azul,9999.0,6.0,5.0
6639,6640.0,2015.0,Diciembre,7.0,Lunes,2.0,1.0,1.0,1.0,110.0,2.0,99.0,Hombre,25.0,1.0,4.0,4.0,6.0,9.0,4.0,24.0,Blanco,2015.0,5.0,5.0
6651,6652.0,2015.0,Diciembre,9.0,Miercoles,21.0,4.0,3.0,1.0,101.0,1.0,18.0,Hombre,20.0,1.0,3.0,3.0,5.0,9.0,4.0,40.0,Negro,1998.0,3.0,5.0
6674,6675.0,2015.0,Diciembre,12.0,Sabado,21.0,4.0,3.0,1.0,101.0,1.0,6.0,Hombre,26.0,1.0,4.0,4.0,6.0,1.0,4.0,24.0,Rojo,2014.0,5.0,5.0
6678,6679.0,2015.0,Diciembre,12.0,Sabado,20.0,4.0,3.0,5.0,501.0,2.0,99.0,Hombre,26.0,1.0,4.0,4.0,6.0,9.0,4.0,21.0,Gris,9999.0,6.0,5.0
6694,6695.0,2015.0,Diciembre,14.0,Lunes,17.0,3.0,2.0,1.0,101.0,1.0,18.0,Hombre,22.0,1.0,3.0,3.0,5.0,9.0,4.0,2.0,Blanco,2015.0,5.0,5.0
6734,6735.0,2015.0,Diciembre,17.0,Jueves,11.0,2.0,1.0,5.0,501.0,1.0,1.0,Hombre,18.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,Negro,2015.0,5.0,5.0
6783,6784.0,2015.0,Diciembre,22.0,Martes,7.0,2.0,1.0,15.0,1501.0,2.0,99.0,Hombre,19.0,1.0,2.0,2.0,4.0,9.0,4.0,21.0,Rojo,9999.0,6.0,5.0
6795,6796.0,2015.0,Diciembre,24.0,Jueves,23.0,4.0,3.0,1.0,101.0,1.0,18.0,Hombre,20.0,1.0,3.0,3.0,5.0,9.0,4.0,2.0,Azul,9999.0,6.0,5.0
6810,6811.0,2015.0,Diciembre,25.0,Viernes,18.0,4.0,3.0,1.0,107.0,2.0,99.0,Hombre,20.0,1.0,3.0,3.0,5.0,2.0,4.0,21.0,Negro,9999.0,6.0,5.0
6842,6843.0,2015.0,Diciembre,30.0,Miercoles,22.0,4.0,3.0,3.0,302.0,2.0,99.0,Hombre,21.0,1.0,3.0,3.0,5.0,1.0,4.0,49.0,Negro,2012.0,5.0,5.0
3,5.0,2016.0,Enero,1.0,Viernes,12.0,3.0,2.0,1.0,106.0,2.0,99.0,,,,,,,,4.0,3.0,Azul,2006.0,4.0,1.0
44,56.0,2016.0,Enero,4.0,Lunes,6.0,2.0,1.0,5.0,501.0,2.0,99.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,1.0
82,106.0,2016.0,Enero,9.0,Sabado,7.0,2.0,1.0,1.0,112.0,2.0,99.0,,,,,,,,4.0,999.0,Rojo,2015.0,5.0,1.0
118,158.0,2016.0,Enero,14.0,Jueves,16.0,3.0,2.0,5.0,513.0,2.0,99.0,,,,,,,,4.0,6.0,Corinto,9999.0,6.0,1.0
122,163.0,2016.0,Enero,14.0,Jueves,17.0,3.0,2.0,14.0,1412.0,1.0,99.0,,,,,,,,4.0,999.0,Rojo,9999.0,6.0,1.0
131,173.0,2016.0,Enero,15.0,Viernes,7.0,2.0,1.0,11.0,1107.0,2.0,99.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,1.0
138,188.0,2016.0,Enero,16.0,Sabado,17.0,3.0,2.0,1.0,101.0,1.0,12.0,,,,,,,,4.0,3.0,Negro,9999.0,6.0,1.0
147,199.0,2016.0,Enero,16.0,Sabado,1.0,1.0,1.0,17.0,1712.0,2.0,99.0,,,,,,,,4.0,67.0,Rojo,9999.0,6.0,1.0
175,237.0,2016.0,Enero,19.0,Martes,13.0,3.0,2.0,6.0,608.0,2.0,99.0,,,,,,,,4.0,27.0,Rojo,9999.0,6.0,1.0
192,260.0,2016.0,Enero,20.0,Miercoles,7.0,2.0,1.0,14.0,1416.0,2.0,99.0,,,,,,,,4.0,76.0,Negro,9999.0,6.0,1.0
197,268.0,2016.0,Enero,21.0,Jueves,19.0,4.0,3.0,21.0,2107.0,2.0,99.0,,,,,,,,4.0,999.0,Negro,9999.0,6.0,1.0
204,281.0,2016.0,Enero,22.0,Viernes,12.0,3.0,2.0,9.0,917.0,2.0,99.0,,,,,,,,4.0,35.0,Negro,2012.0,5.0,1.0
213,296.0,2016.0,Enero,23.0,Sabado,21.0,4.0,3.0,11.0,1101.0,1.0,99.0,,,,,,,,4.0,27.0,Azul,1984.0,2.0,1.0
235,324.0,2016.0,Enero,25.0,Lunes,18.0,4.0,3.0,15.0,1507.0,2.0,99.0,,,,,,,,4.0,27.0,Negro,9999.0,6.0,1.0
250,346.0,2016.0,Enero,27.0,Miercoles,18.0,4.0,3.0,3.0,301.0,2.0,99.0,,,,,,,,4.0,27.0,Rojo,2007.0,4.0,1.0
251,347.0,2016.0,Enero,27.0,Miercoles,18.0,4.0,3.0,3.0,303.0,2.0,99.0,,,,,,,,4.0,67.0,Negro,9999.0,6.0,1.0
304,427.0,2016.0,Febrero,1.0,Lunes,3.0,1.0,1.0,16.0,1617.0,2.0,99.0,,,,,,,,4.0,999.0,Rojo,9999.0,6.0,1.0
317,452.0,2016.0,Febrero,3.0,Miercoles,19.0,4.0,3.0,5.0,511.0,2.0,99.0,,,,,,,,4.0,83.0,Azul,2008.0,4.0,1.0
356,512.0,2016.0,Febrero,7.0,Domingo,0.0,1.0,1.0,5.0,509.0,2.0,99.0,,,,,,,,4.0,18.0,Negro,2014.0,5.0,1.0
370,533.0,2016.0,Febrero,8.0,Lunes,0.0,1.0,1.0,10.0,1001.0,1.0,99.0,,,,,,,,4.0,20.0,Azul,9999.0,6.0,1.0
380,548.0,2016.0,Febrero,9.0,Martes,20.0,4.0,3.0,1.0,101.0,1.0,16.0,,,,,,,,4.0,76.0,Corinto,2014.0,5.0,1.0
428,611.0,2016.0,Febrero,14.0,Domingo,22.0,4.0,3.0,20.0,2001.0,2.0,99.0,,,,,,,,4.0,18.0,Negro,2013.0,5.0,1.0
429,612.0,2016.0,Febrero,14.0,Domingo,19.0,4.0,3.0,20.0,2007.0,2.0,99.0,,,,,,,,4.0,3.0,Rojo,2009.0,4.0,1.0
550,788.0,2016.0,Febrero,26.0,Viernes,19.0,4.0,3.0,6.0,608.0,2.0,99.0,,,,,,,,4.0,76.0,Negro,2015.0,5.0,1.0
562,805.0,2016.0,Febrero,27.0,Sabado,19.0,4.0,3.0,18.0,1801.0,2.0,99.0,,,,,,,,4.0,67.0,Rojo,2012.0,5.0,1.0
628,901.0,2016.0,Marzo,4.0,Viernes,20.0,4.0,3.0,9.0,901.0,2.0,99.0,,,,,,,,4.0,67.0,Azul,2009.0,4.0,1.0
672,970.0,2016.0,Marzo,7.0,Lunes,20.0,4.0,3.0,17.0,1711.0,2.0,99.0,,,,,,,,4.0,32.0,Rojo,9999.0,6.0,1.0
681,981.0,2016.0,Marzo,8.0,Martes,18.0,4.0,3.0,10.0,1001.0,2.0,99.0,,,,,,,,4.0,67.0,Blanco,9999.0,6.0,1.0
703,1020.0,2016.0,Marzo,11.0,Viernes,23.0,4.0,3.0,18.0,1801.0,2.0,99.0,,,,,,,,4.0,27.0,Negro,9999.0,6.0,1.0
711,1029.0,2016.0,Marzo,12.0,Sabado,17.0,3.0,2.0,19.0,1902.0,2.0,99.0,,,,,,,,4.0,67.0,Gris,9999.0,6.0,1.0
712,1030.0,2016.0,Marzo,12.0,Sabado,13.0,3.0,2.0,9.0,920.0,2.0,99.0,,,,,,,,4.0,45.0,Rojo,9999.0,6.0,1.0
728,1053.0,2016.0,Marzo,14.0,Lunes,20.0,4.0,3.0,9.0,920.0,1.0,99.0,,,,,,,,4.0,32.0,Rojo,9999.0,6.0,1.0
730,1055.0,2016.0,Marzo,14.0,Lunes,10.0,2.0,1.0,17.0,1712.0,2.0,99.0,,,,,,,,4.0,18.0,Rojo,9999.0,6.0,1.0
743,1076.0,2016.0,Marzo,16.0,Miercoles,20.0,4.0,3.0,1.0,101.0,1.0,12.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,1.0
762,1101.0,2016.0,Marzo,17.0,Jueves,13.0,3.0,2.0,15.0,1501.0,1.0,99.0,,,,,,,,4.0,39.0,Rojo,9999.0,6.0,1.0
797,1157.0,2016.0,Marzo,20.0,Domingo,15.0,3.0,2.0,10.0,1003.0,2.0,99.0,,,,,,,,4.0,32.0,Rojo,9999.0,6.0,1.0
808,1171.0,2016.0,Marzo,21.0,Lunes,22.0,4.0,3.0,16.0,1615.0,2.0,99.0,,,,,,,,4.0,27.0,Azul,9999.0,6.0,1.0
884,1292.0,2016.0,Marzo,30.0,Miercoles,14.0,3.0,2.0,5.0,501.0,2.0,99.0,,,,,,,,4.0,67.0,Gris,9999.0,6.0,1.0
887,1296.0,2016.0,Marzo,30.0,Miercoles,13.0,3.0,2.0,18.0,1804.0,2.0,99.0,,,,,,,,4.0,27.0,Rojo,9999.0,6.0,1.0
891,1302.0,2016.0,Marzo,31.0,Jueves,22.0,4.0,3.0,21.0,2101.0,1.0,99.0,,,,,,,,4.0,67.0,Negro,9999.0,6.0,1.0
907,1325.0,2016.0,Abril,1.0,Viernes,9.0,2.0,1.0,14.0,1401.0,2.0,99.0,,,,,,,,4.0,27.0,Rojo,2015.0,5.0,1.0
930,1358.0,2016.0,Abril,3.0,Domingo,15.0,3.0,2.0,19.0,1904.0,2.0,99.0,,,,,,,,4.0,27.0,Negro,9999.0,6.0,1.0
971,1413.0,2016.0,Abril,7.0,Jueves,17.0,3.0,2.0,7.0,708.0,2.0,99.0,,,,,,,,4.0,999.0,Negro,9999.0,6.0,1.0
977,1421.0,2016.0,Abril,8.0,Viernes,21.0,4.0,3.0,16.0,1613.0,1.0,99.0,,,,,,,,4.0,6.0,Rojo,9999.0,6.0,1.0
992,1440.0,2016.0,Abril,9.0,Sabado,16.0,3.0,2.0,9.0,901.0,2.0,99.0,,,,,,,,4.0,6.0,Azul,9999.0,6.0,1.0
1008,1462.0,2016.0,Abril,11.0,Lunes,10.0,2.0,1.0,1.0,101.0,2.0,18.0,,,,,,,,4.0,6.0,Amarillo,9999.0,6.0,1.0
1051,1515.0,2016.0,Abril,16.0,Sabado,21.0,4.0,3.0,1.0,106.0,2.0,99.0,,,,,,,,4.0,67.0,Negro,2015.0,5.0,1.0
1070,1543.0,2016.0,Abril,17.0,Domingo,20.0,4.0,3.0,4.0,409.0,2.0,99.0,,,,,,,,4.0,76.0,Rojo,9999.0,6.0,1.0
1073,1546.0,2016.0,Abril,18.0,Lunes,15.0,3.0,2.0,22.0,2214.0,1.0,99.0,,,,,,,,4.0,6.0,Azul,9999.0,6.0,1.0
1108,1599.0,2016.0,Abril,21.0,Jueves,14.0,3.0,2.0,3.0,312.0,2.0,99.0,,,,,,,,4.0,999.0,Negro,9999.0,6.0,1.0
1128,1625.0,2016.0,Abril,24.0,Domingo,23.0,4.0,3.0,1.0,101.0,1.0,6.0,,,,,,,,4.0,6.0,Azul,9999.0,6.0,1.0
1160,1675.0,2016.0,Abril,28.0,Jueves,13.0,3.0,2.0,17.0,1703.0,1.0,99.0,,,,,,,,4.0,999.0,Negro,2014.0,5.0,1.0
1197,1729.0,2016.0,Mayo,1.0,Domingo,1.0,1.0,1.0,6.0,602.0,2.0,99.0,,,,,,,,4.0,32.0,Rojo,9999.0,6.0,1.0
